Descripcio_causa_mediata,Numero_expedient
No hi ha causa mediata,2016S004312    
No hi ha causa mediata,2016S007823    
No hi ha causa mediata,2016S009163    
No hi ha causa mediata,2016S009644    
No hi ha causa mediata,2016S005063    
No hi ha causa mediata,2016S002120    
No hi ha causa mediata,2016S004853    
No hi ha causa mediata,2016S003062    
No hi ha causa mediata,2016S008278    
No hi ha causa mediata,2016S000356    
No hi ha causa mediata,2016S004889    
No hi ha causa mediata,2016S000879    
No hi ha causa mediata,2016S008236    
No hi ha causa mediata,2016S002537    
No hi ha causa mediata,2016S002560    
No hi ha causa mediata,2016S009288    
No hi ha causa mediata,2016S009742    
No hi ha causa mediata,2016S004699    
No hi ha causa mediata,2016S007315    
No hi ha causa mediata,2016S001938    
No hi ha causa mediata,2016S006354    
No hi ha causa mediata,2016S009745    
No hi ha causa mediata,2016S003581    
No hi ha causa mediata,2016S005757    
No hi ha causa mediata,2016S004990    
No hi ha causa mediata,2016S007554    
No hi ha causa mediata,2016S005847    
No hi ha causa mediata,2016S005774    
No hi ha causa mediata,2016S001071    
No hi ha causa mediata,2016S000921    
No hi ha causa mediata,2016S002721    
No hi ha causa mediata,2016S008564    
No hi ha causa mediata,2016S008537    
No hi ha causa mediata,2016S002600    
No hi ha causa mediata,2016S006299    
No hi ha causa mediata,2016S009231    
No hi ha causa mediata,2016S004622    
No hi ha causa mediata,2016S008431    
No hi ha causa mediata,2016S006655    
No hi ha causa mediata,2016S004720    
No hi ha causa mediata,2016S001632    
No hi ha causa mediata,2016S005888    
No hi ha causa mediata,2016S002981    
No hi ha causa mediata,2016S008127    
No hi ha causa mediata,2016S004629    
No hi ha causa mediata,2016S006667    
No hi ha causa mediata,2016S000126    
No hi ha causa mediata,2016S007978    
No hi ha causa mediata,2016S007915    
No hi ha causa mediata,2016S008794    
No hi ha causa mediata,2016S001397    
No hi ha causa mediata,2016S008908    
No hi ha causa mediata,2016S002809    
No hi ha causa mediata,2016S007771    
No hi ha causa mediata,2016S006506    
No hi ha causa mediata,2016S009489    
No hi ha causa mediata,2016S002191    
No hi ha causa mediata,2016S003143    
No hi ha causa mediata,2016S005598    
No hi ha causa mediata,2016S005569    
No hi ha causa mediata,2016S008988    
No hi ha causa mediata,2016S003089    
No hi ha causa mediata,2016S005485    
No hi ha causa mediata,2016S006073    
No hi ha causa mediata,2016S007330    
No hi ha causa mediata,2016S004478    
No hi ha causa mediata,2016S006583    
No hi ha causa mediata,2016S005467    
No hi ha causa mediata,2016S004564    
No hi ha causa mediata,2016S000047    
No hi ha causa mediata,2016S003229    
No hi ha causa mediata,2016S007312    
No hi ha causa mediata,2016S005304    
No hi ha causa mediata,2016S002748    
No hi ha causa mediata,2016S002096    
No hi ha causa mediata,2016S007595    
No hi ha causa mediata,2016S005981    
No hi ha causa mediata,2016S001269    
No hi ha causa mediata,2016S003827    
No hi ha causa mediata,2016S000529    
No hi ha causa mediata,2016S009244    
No hi ha causa mediata,2016S003974    
No hi ha causa mediata,2016S008457    
Alcoholèmia,2016S006404    
No hi ha causa mediata,2016S003614    
No hi ha causa mediata,2016S004304    
No hi ha causa mediata,2016S009098    
No hi ha causa mediata,2016S001131    
No hi ha causa mediata,2016S002326    
No hi ha causa mediata,2016S001741    
No hi ha causa mediata,2016S002933    
No hi ha causa mediata,2016S002397    
No hi ha causa mediata,2016S002435    
No hi ha causa mediata,2016S003653    
No hi ha causa mediata,2016S008022    
No hi ha causa mediata,2016S003747    
No hi ha causa mediata,2016S004674    
No hi ha causa mediata,2016S004302    
No hi ha causa mediata,2016S006491    
No hi ha causa mediata,2016S000056    
No hi ha causa mediata,2016S007868    
No hi ha causa mediata,2016S002743    
No hi ha causa mediata,2016S008616    
No hi ha causa mediata,2016S000628    
No hi ha causa mediata,2016S002509    
No hi ha causa mediata,2016S004974    
No hi ha causa mediata,2016S003166    
Alcoholèmia,2016S000207    
No hi ha causa mediata,2016S003703    
No hi ha causa mediata,2016S005139    
No hi ha causa mediata,2016S009734    
No hi ha causa mediata,2016S000373    
No hi ha causa mediata,2016S006264    
No hi ha causa mediata,2016S001104    
No hi ha causa mediata,2016S000949    
No hi ha causa mediata,2016S009379    
No hi ha causa mediata,2016S003371    
No hi ha causa mediata,2016S003756    
No hi ha causa mediata,2016S009692    
No hi ha causa mediata,2016S006434    
No hi ha causa mediata,2016S000661    
No hi ha causa mediata,2016S003382    
No hi ha causa mediata,2016S000526    
No hi ha causa mediata,2016S007444    
No hi ha causa mediata,2016S006992    
No hi ha causa mediata,2016S006423    
No hi ha causa mediata,2016S000988    
No hi ha causa mediata,2016S002662    
No hi ha causa mediata,2016S004781    
No hi ha causa mediata,2016S006324    
Alcoholèmia,2016S004577    
No hi ha causa mediata,2016S008987    
No hi ha causa mediata,2016S006029    
No hi ha causa mediata,2016S006364    
No hi ha causa mediata,2016S007304    
No hi ha causa mediata,2016S005502    
No hi ha causa mediata,2016S003108    
No hi ha causa mediata,2016S002909    
No hi ha causa mediata,2016S000941    
Alcoholèmia,2016S009631    
No hi ha causa mediata,2016S001757    
No hi ha causa mediata,2016S005836    
No hi ha causa mediata,2016S007528    
No hi ha causa mediata,2016S000206    
No hi ha causa mediata,2016S002054    
No hi ha causa mediata,2016S007556    
No hi ha causa mediata,2016S009875    
No hi ha causa mediata,2016S005492    
No hi ha causa mediata,2016S002973    
No hi ha causa mediata,2016S005806    
No hi ha causa mediata,2016S001797    
No hi ha causa mediata,2016S008445    
No hi ha causa mediata,2016S000616    
No hi ha causa mediata,2016S008544    
No hi ha causa mediata,2016S007179    
No hi ha causa mediata,2016S004992    
No hi ha causa mediata,2016S000111    
No hi ha causa mediata,2016S008323    
No hi ha causa mediata,2016S008574    
No hi ha causa mediata,2016S007393    
No hi ha causa mediata,2016S006006    
No hi ha causa mediata,2016S000791    
No hi ha causa mediata,2016S007152    
No hi ha causa mediata,2016S009110    
No hi ha causa mediata,2016S004603    
No hi ha causa mediata,2016S007288    
No hi ha causa mediata,2016S006055    
No hi ha causa mediata,2016S003257    
No hi ha causa mediata,2016S005192    
No hi ha causa mediata,2016S009067    
No hi ha causa mediata,2016S009574    
No hi ha causa mediata,2016S009226    
No hi ha causa mediata,2016S006879    
No hi ha causa mediata,2016S003255    
No hi ha causa mediata,2016S000723    
No hi ha causa mediata,2016S004385    
No hi ha causa mediata,2016S008556    
No hi ha causa mediata,2016S009234    
No hi ha causa mediata,2016S003541    
No hi ha causa mediata,2016S009270    
No hi ha causa mediata,2016S004638    
No hi ha causa mediata,2016S000210    
No hi ha causa mediata,2016S006240    
No hi ha causa mediata,2016S009605    
No hi ha causa mediata,2016S004021    
No hi ha causa mediata,2016S008739    
No hi ha causa mediata,2016S006945    
Alcoholèmia,2016S001255    
No hi ha causa mediata,2016S006206    
No hi ha causa mediata,2016S008922    
No hi ha causa mediata,2016S002000    
No hi ha causa mediata,2016S005795    
No hi ha causa mediata,2016S006596    
No hi ha causa mediata,2016S007375    
No hi ha causa mediata,2016S006615    
No hi ha causa mediata,2016S000505    
No hi ha causa mediata,2016S002953    
No hi ha causa mediata,2016S008243    
No hi ha causa mediata,2016S007462    
No hi ha causa mediata,2016S002579    
No hi ha causa mediata,2016S005765    
No hi ha causa mediata,2016S001700    
No hi ha causa mediata,2016S000735    
No hi ha causa mediata,2016S000358    
No hi ha causa mediata,2016S002215    
No hi ha causa mediata,2016S004118    
No hi ha causa mediata,2016S007295    
No hi ha causa mediata,2016S003367    
No hi ha causa mediata,2016S001821    
No hi ha causa mediata,2016S007423    
No hi ha causa mediata,2016S001166    
No hi ha causa mediata,2016S002837    
No hi ha causa mediata,2016S001205    
No hi ha causa mediata,2016S000429    
No hi ha causa mediata,2016S009467    
No hi ha causa mediata,2016S003865    
No hi ha causa mediata,2016S006399    
No hi ha causa mediata,2016S003796    
No hi ha causa mediata,2016S007316    
No hi ha causa mediata,2016S006970    
No hi ha causa mediata,2016S001185    
No hi ha causa mediata,2016S005324    
No hi ha causa mediata,2016S003574    
No hi ha causa mediata,2016S007680    
No hi ha causa mediata,2016S004053    
No hi ha causa mediata,2016S009893    
No hi ha causa mediata,2016S009303    
No hi ha causa mediata,2016S001651    
No hi ha causa mediata,2016S008555    
No hi ha causa mediata,2016S008427    
No hi ha causa mediata,2016S007471    
No hi ha causa mediata,2016S003423    
No hi ha causa mediata,2016S006091    
No hi ha causa mediata,2016S006058    
No hi ha causa mediata,2016S008405    
No hi ha causa mediata,2016S000987    
No hi ha causa mediata,2016S009458    
No hi ha causa mediata,2016S007963    
No hi ha causa mediata,2016S000421    
Alcoholèmia,2016S004480    
No hi ha causa mediata,2016S007779    
No hi ha causa mediata,2016S009924    
No hi ha causa mediata,2016S006680    
No hi ha causa mediata,2016S008322    
No hi ha causa mediata,2016S008693    
No hi ha causa mediata,2016S008810    
No hi ha causa mediata,2016S008407    
No hi ha causa mediata,2016S003894    
No hi ha causa mediata,2016S003620    
No hi ha causa mediata,2016S006949    
No hi ha causa mediata,2016S001587    
No hi ha causa mediata,2016S002859    
No hi ha causa mediata,2016S001606    
No hi ha causa mediata,2016S003036    
No hi ha causa mediata,2016S000309    
No hi ha causa mediata,2016S008989    
No hi ha causa mediata,2016S006982    
No hi ha causa mediata,2016S002121    
No hi ha causa mediata,2016S004007    
No hi ha causa mediata,2016S002712    
No hi ha causa mediata,2016S002395    
No hi ha causa mediata,2016S005962    
No hi ha causa mediata,2016S003733    
No hi ha causa mediata,2016S008940    
No hi ha causa mediata,2016S003483    
No hi ha causa mediata,2016S000798    
No hi ha causa mediata,2016S003039    
No hi ha causa mediata,2016S001775    
No hi ha causa mediata,2016S003700    
No hi ha causa mediata,2016S005274    
No hi ha causa mediata,2016S006514    
Calçada en mal estat,2016S009866    
No hi ha causa mediata,2016S002611    
No hi ha causa mediata,2016S006309    
No hi ha causa mediata,2016S002235    
No hi ha causa mediata,2016S008534    
No hi ha causa mediata,2016S002068    
No hi ha causa mediata,2016S001011    
No hi ha causa mediata,2016S005537    
No hi ha causa mediata,2016S004284    
No hi ha causa mediata,2016S005516    
No hi ha causa mediata,2016S005335    
No hi ha causa mediata,2016S002014    
No hi ha causa mediata,2016S000171    
No hi ha causa mediata,2016S007691    
Alcoholèmia,2016S008460    
No hi ha causa mediata,2016S006326    
No hi ha causa mediata,2016S010080    
No hi ha causa mediata,2016S004431    
No hi ha causa mediata,2016S005906    
No hi ha causa mediata,2016S007221    
No hi ha causa mediata,2016S003573    
No hi ha causa mediata,2016S005076    
No hi ha causa mediata,2016S009513    
No hi ha causa mediata,2016S003427    
No hi ha causa mediata,2016S007286    
No hi ha causa mediata,2016S008308    
No hi ha causa mediata,2016S007506    
No hi ha causa mediata,2016S003202    
No hi ha causa mediata,2016S001254    
No hi ha causa mediata,2016S006247    
No hi ha causa mediata,2016S001080    
No hi ha causa mediata,2016S006479    
No hi ha causa mediata,2016S001210    
No hi ha causa mediata,2016S008191    
No hi ha causa mediata,2016S005624    
No hi ha causa mediata,2016S008507    
No hi ha causa mediata,2016S003267    
No hi ha causa mediata,2016S003190    
No hi ha causa mediata,2016S006344    
No hi ha causa mediata,2016S003583    
No hi ha causa mediata,2016S001893    
No hi ha causa mediata,2016S007448    
No hi ha causa mediata,2016S003045    
No hi ha causa mediata,2016S002583    
No hi ha causa mediata,2016S006940    
No hi ha causa mediata,2016S002370    
No hi ha causa mediata,2016S005549    
No hi ha causa mediata,2016S010059    
No hi ha causa mediata,2016S010137    
No hi ha causa mediata,2016S003140    
No hi ha causa mediata,2016S009118    
No hi ha causa mediata,2016S005392    
No hi ha causa mediata,2016S005397    
No hi ha causa mediata,2016S006545    
No hi ha causa mediata,2016S002249    
No hi ha causa mediata,2016S009583    
No hi ha causa mediata,2016S002795    
No hi ha causa mediata,2016S002704    
No hi ha causa mediata,2016S004171    
No hi ha causa mediata,2016S004988    
No hi ha causa mediata,2016S009594    
No hi ha causa mediata,2016S008659    
No hi ha causa mediata,2016S006733    
No hi ha causa mediata,2016S005019    
No hi ha causa mediata,2016S004047    
No hi ha causa mediata,2016S002493    
No hi ha causa mediata,2016S003803    
No hi ha causa mediata,2016S006589    
No hi ha causa mediata,2016S006708    
No hi ha causa mediata,2016S006748    
No hi ha causa mediata,2016S006153    
No hi ha causa mediata,2016S006979    
No hi ha causa mediata,2016S007372    
No hi ha causa mediata,2016S003693    
No hi ha causa mediata,2016S007752    
No hi ha causa mediata,2016S006023    
No hi ha causa mediata,2016S004477    
No hi ha causa mediata,2016S004425    
No hi ha causa mediata,2016S001339    
No hi ha causa mediata,2016S009424    
No hi ha causa mediata,2016S009220    
No hi ha causa mediata,2016S001828    
No hi ha causa mediata,2016S004442    
No hi ha causa mediata,2016S000125    
No hi ha causa mediata,2016S005730    
No hi ha causa mediata,2016S008024    
No hi ha causa mediata,2016S008648    
No hi ha causa mediata,2016S001784    
No hi ha causa mediata,2016S000039    
No hi ha causa mediata,2016S008288    
No hi ha causa mediata,2016S006191    
No hi ha causa mediata,2016S009557    
No hi ha causa mediata,2016S009473    
No hi ha causa mediata,2016S006152    
No hi ha causa mediata,2016S000490    
No hi ha causa mediata,2016S000902    
No hi ha causa mediata,2016S003127    
Alcoholèmia,2016S006718    
No hi ha causa mediata,2016S003460    
No hi ha causa mediata,2016S009892    
No hi ha causa mediata,2016S005419    
No hi ha causa mediata,2016S005244    
No hi ha causa mediata,2016S008633    
No hi ha causa mediata,2016S006660    
No hi ha causa mediata,2016S007593    
No hi ha causa mediata,2016S002461    
No hi ha causa mediata,2016S003775    
No hi ha causa mediata,2016S002663    
No hi ha causa mediata,2016S003820    
No hi ha causa mediata,2016S002279    
No hi ha causa mediata,2016S005409    
No hi ha causa mediata,2016S001323    
No hi ha causa mediata,2016S003909    
No hi ha causa mediata,2016S000794    
No hi ha causa mediata,2016S006322    
No hi ha causa mediata,2016S001630    
No hi ha causa mediata,2016S000660    
No hi ha causa mediata,2016S008860    
No hi ha causa mediata,2016S008923    
No hi ha causa mediata,2016S004345    
No hi ha causa mediata,2016S003388    
No hi ha causa mediata,2016S001065    
No hi ha causa mediata,2016S005154    
No hi ha causa mediata,2016S000325    
No hi ha causa mediata,2016S009917    
No hi ha causa mediata,2016S005769    
No hi ha causa mediata,2016S005903    
No hi ha causa mediata,2016S007191    
No hi ha causa mediata,2016S005174    
No hi ha causa mediata,2016S001549    
No hi ha causa mediata,2016S004121    
No hi ha causa mediata,2016S004396    
No hi ha causa mediata,2016S009623    
No hi ha causa mediata,2016S004842    
No hi ha causa mediata,2016S002887    
No hi ha causa mediata,2016S009527    
No hi ha causa mediata,2016S006735    
No hi ha causa mediata,2016S000344    
No hi ha causa mediata,2016S006235    
No hi ha causa mediata,2016S008498    
No hi ha causa mediata,2016S002877    
No hi ha causa mediata,2016S004181    
No hi ha causa mediata,2016S005809    
No hi ha causa mediata,2016S002757    
No hi ha causa mediata,2016S002474    
No hi ha causa mediata,2016S000686    
No hi ha causa mediata,2016S002057    
No hi ha causa mediata,2016S006275    
No hi ha causa mediata,2016S003396    
No hi ha causa mediata,2016S010081    
No hi ha causa mediata,2016S005969    
No hi ha causa mediata,2016S005361    
No hi ha causa mediata,2016S003477    
No hi ha causa mediata,2016S004235    
No hi ha causa mediata,2016S000694    
No hi ha causa mediata,2016S003707    
No hi ha causa mediata,2016S000571    
No hi ha causa mediata,2016S007025    
No hi ha causa mediata,2016S001325    
No hi ha causa mediata,2016S007202    
No hi ha causa mediata,2016S000080    
No hi ha causa mediata,2016S009487    
No hi ha causa mediata,2016S005801    
No hi ha causa mediata,2016S006626    
No hi ha causa mediata,2016S008232    
No hi ha causa mediata,2016S003020    
No hi ha causa mediata,2016S008250    
No hi ha causa mediata,2016S001329    
No hi ha causa mediata,2016S000010    
No hi ha causa mediata,2016S007766    
No hi ha causa mediata,2016S008699    
No hi ha causa mediata,2016S009125    
No hi ha causa mediata,2016S003748    
No hi ha causa mediata,2016S009039    
No hi ha causa mediata,2016S006401    
No hi ha causa mediata,2016S007201    
No hi ha causa mediata,2016S003641    
No hi ha causa mediata,2016S000185    
No hi ha causa mediata,2016S005433    
No hi ha causa mediata,2016S009448    
No hi ha causa mediata,2016S000492    
Alcoholèmia,2016S002257    
No hi ha causa mediata,2016S002333    
No hi ha causa mediata,2016S007519    
Alcoholèmia,2016S004770    
No hi ha causa mediata,2016S002115    
No hi ha causa mediata,2016S002497    
No hi ha causa mediata,2016S002982    
No hi ha causa mediata,2016S008601    
No hi ha causa mediata,2016S003431    
No hi ha causa mediata,2016S008884    
No hi ha causa mediata,2016S002143    
No hi ha causa mediata,2016S010079    
No hi ha causa mediata,2016S007651    
No hi ha causa mediata,2016S000792    
No hi ha causa mediata,2016S002950    
No hi ha causa mediata,2016S001686    
No hi ha causa mediata,2016S007676    
No hi ha causa mediata,2016S008787    
No hi ha causa mediata,2016S000145    
No hi ha causa mediata,2016S007077    
No hi ha causa mediata,2016S009213    
No hi ha causa mediata,2016S007965    
No hi ha causa mediata,2016S002694    
No hi ha causa mediata,2016S001870    
No hi ha causa mediata,2016S002305    
No hi ha causa mediata,2016S003069    
No hi ha causa mediata,2016S006934    
No hi ha causa mediata,2016S003315    
No hi ha causa mediata,2016S007926    
No hi ha causa mediata,2016S007615    
No hi ha causa mediata,2016S005539    
No hi ha causa mediata,2016S000745    
No hi ha causa mediata,2016S009312    
Alcoholèmia,2016S009343    
No hi ha causa mediata,2016S006856    
No hi ha causa mediata,2016S000805    
No hi ha causa mediata,2016S001714    
No hi ha causa mediata,2016S000927    
No hi ha causa mediata,2016S006111    
No hi ha causa mediata,2016S007903    
No hi ha causa mediata,2016S004610    
No hi ha causa mediata,2016S002306    
No hi ha causa mediata,2016S002393    
No hi ha causa mediata,2016S004572    
No hi ha causa mediata,2016S009308    
No hi ha causa mediata,2016S002820    
No hi ha causa mediata,2016S009060    
Calçada en mal estat,2016S010140    
Calçada en mal estat,2016S004911    
No hi ha causa mediata,2016S006424    
No hi ha causa mediata,2016S008185    
No hi ha causa mediata,2016S007121    
No hi ha causa mediata,2016S005931    
No hi ha causa mediata,2016S000454    
No hi ha causa mediata,2016S003783    
No hi ha causa mediata,2016S006824    
No hi ha causa mediata,2016S002273    
No hi ha causa mediata,2016S001206    
No hi ha causa mediata,2016S008631    
Alcoholèmia,2016S005820    
Alcoholèmia,2016S007850    
No hi ha causa mediata,2016S008257    
No hi ha causa mediata,2016S009703    
No hi ha causa mediata,2016S001448    
No hi ha causa mediata,2016S006770    
No hi ha causa mediata,2016S007467    
No hi ha causa mediata,2016S006950    
No hi ha causa mediata,2016S006830    
No hi ha causa mediata,2016S007633    
No hi ha causa mediata,2016S006196    
No hi ha causa mediata,2016S005620    
No hi ha causa mediata,2016S008897    
No hi ha causa mediata,2016S001561    
No hi ha causa mediata,2016S000655    
No hi ha causa mediata,2016S003146    
No hi ha causa mediata,2016S008737    
No hi ha causa mediata,2016S008773    
No hi ha causa mediata,2016S002272    
No hi ha causa mediata,2016S003429    
No hi ha causa mediata,2016S004278    
Alcoholèmia,2016S001865    
No hi ha causa mediata,2016S006740    
No hi ha causa mediata,2016S008449    
No hi ha causa mediata,2016S004247    
No hi ha causa mediata,2016S000387    
No hi ha causa mediata,2016S003910    
No hi ha causa mediata,2016S006255    
No hi ha causa mediata,2016S002660    
No hi ha causa mediata,2016S001546    
No hi ha causa mediata,2016S000467    
No hi ha causa mediata,2016S007425    
No hi ha causa mediata,2016S002111    
No hi ha causa mediata,2016S002777    
No hi ha causa mediata,2016S008496    
No hi ha causa mediata,2016S000491    
No hi ha causa mediata,2016S005894    
No hi ha causa mediata,2016S009758    
No hi ha causa mediata,2016S000777    
No hi ha causa mediata,2016S003598    
No hi ha causa mediata,2016S000025    
No hi ha causa mediata,2016S002369    
No hi ha causa mediata,2016S000319    
No hi ha causa mediata,2016S001958    
No hi ha causa mediata,2016S003466    
No hi ha causa mediata,2016S009658    
No hi ha causa mediata,2016S009293    
No hi ha causa mediata,2016S003852    
No hi ha causa mediata,2016S007750    
No hi ha causa mediata,2016S005957    
No hi ha causa mediata,2016S000773    
No hi ha causa mediata,2016S003286    
No hi ha causa mediata,2016S002655    
No hi ha causa mediata,2016S001866    
No hi ha causa mediata,2016S004728    
No hi ha causa mediata,2016S006183    
No hi ha causa mediata,2016S003435    
No hi ha causa mediata,2016S002126    
No hi ha causa mediata,2016S001496    
No hi ha causa mediata,2016S003656    
No hi ha causa mediata,2016S001101    
No hi ha causa mediata,2016S008901    
No hi ha causa mediata,2016S003625    
No hi ha causa mediata,2016S002570    
No hi ha causa mediata,2016S001136    
No hi ha causa mediata,2016S004473    
No hi ha causa mediata,2016S001308    
No hi ha causa mediata,2016S000907    
No hi ha causa mediata,2016S009279    
No hi ha causa mediata,2016S009365    
No hi ha causa mediata,2016S006219    
No hi ha causa mediata,2016S008963    
No hi ha causa mediata,2016S000108    
Calçada en mal estat,2016S008629    
No hi ha causa mediata,2016S000649    
No hi ha causa mediata,2016S006575    
No hi ha causa mediata,2016S003660    
No hi ha causa mediata,2016S008755    
No hi ha causa mediata,2016S006815    
No hi ha causa mediata,2016S004730    
No hi ha causa mediata,2016S009210    
Alcoholèmia,2016S009727    
No hi ha causa mediata,2016S000779    
No hi ha causa mediata,2016S004107    
Alcoholèmia,2016S006298    
No hi ha causa mediata,2016S002312    
No hi ha causa mediata,2016S006689    
No hi ha causa mediata,2016S002443    
No hi ha causa mediata,2016S002577    
No hi ha causa mediata,2016S004145    
No hi ha causa mediata,2016S005940    
No hi ha causa mediata,2016S000366    
No hi ha causa mediata,2016S002739    
No hi ha causa mediata,2016S009577    
No hi ha causa mediata,2016S010142    
No hi ha causa mediata,2016S000518    
No hi ha causa mediata,2016S008968    
No hi ha causa mediata,2016S002423    
No hi ha causa mediata,2016S007085    
No hi ha causa mediata,2016S004108    
No hi ha causa mediata,2016S007853    
No hi ha causa mediata,2016S003697    
No hi ha causa mediata,2016S008959    
No hi ha causa mediata,2016S001873    
No hi ha causa mediata,2016S007727    
No hi ha causa mediata,2016S009023    
No hi ha causa mediata,2016S001811    
No hi ha causa mediata,2016S000838    
No hi ha causa mediata,2016S004667    
No hi ha causa mediata,2016S002759    
No hi ha causa mediata,2016S002931    
No hi ha causa mediata,2016S000329    
No hi ha causa mediata,2016S008520    
No hi ha causa mediata,2016S001165    
No hi ha causa mediata,2016S009020    
No hi ha causa mediata,2016S001367    
No hi ha causa mediata,2016S000713    
No hi ha causa mediata,2016S003071    
No hi ha causa mediata,2016S004154    
No hi ha causa mediata,2016S004741    
No hi ha causa mediata,2016S003236    
No hi ha causa mediata,2016S009904    
No hi ha causa mediata,2016S002017    
No hi ha causa mediata,2016S004626    
No hi ha causa mediata,2016S006896    
No hi ha causa mediata,2016S008646    
No hi ha causa mediata,2016S009635    
Alcoholèmia,2016S009556    
No hi ha causa mediata,2016S008339    
No hi ha causa mediata,2016S005513    
No hi ha causa mediata,2016S004969    
No hi ha causa mediata,2016S007980    
No hi ha causa mediata,2016S002767    
No hi ha causa mediata,2016S008660    
No hi ha causa mediata,2016S004483    
No hi ha causa mediata,2016S001010    
No hi ha causa mediata,2016S007522    
No hi ha causa mediata,2016S003051    
Excés de velocitat o inadequada,2016S006872    
No hi ha causa mediata,2016S007301    
No hi ha causa mediata,2016S003850    
No hi ha causa mediata,2016S000263    
No hi ha causa mediata,2016S003763    
No hi ha causa mediata,2016S003141    
No hi ha causa mediata,2016S008851    
No hi ha causa mediata,2016S005341    
No hi ha causa mediata,2016S006513    
No hi ha causa mediata,2016S002119    
No hi ha causa mediata,2016S004519    
No hi ha causa mediata,2016S003197    
No hi ha causa mediata,2016S005937    
No hi ha causa mediata,2016S003005    
No hi ha causa mediata,2016S002526    
No hi ha causa mediata,2016S004550    
No hi ha causa mediata,2016S006597    
No hi ha causa mediata,2016S003277    
No hi ha causa mediata,2016S003527    
No hi ha causa mediata,2016S002811    
No hi ha causa mediata,2016S008829    
No hi ha causa mediata,2016S002038    
No hi ha causa mediata,2016S004964    
Calçada en mal estat,2016S005702    
No hi ha causa mediata,2016S003325    
No hi ha causa mediata,2016S003982    
No hi ha causa mediata,2016S009186    
No hi ha causa mediata,2016S001604    
No hi ha causa mediata,2016S001715    
No hi ha causa mediata,2016S005357    
No hi ha causa mediata,2016S009334    
No hi ha causa mediata,2016S009988    
No hi ha causa mediata,2016S005514    
Alcoholèmia,2016S003499    
No hi ha causa mediata,2016S007909    
No hi ha causa mediata,2016S007603    
No hi ha causa mediata,2016S004081    
No hi ha causa mediata,2016S002335    
No hi ha causa mediata,2016S006678    
No hi ha causa mediata,2016S002224    
No hi ha causa mediata,2016S002208    
No hi ha causa mediata,2016S008329    
No hi ha causa mediata,2016S006000    
No hi ha causa mediata,2016S000417    
No hi ha causa mediata,2016S009848    
No hi ha causa mediata,2016S002452    
No hi ha causa mediata,2016S001095    
No hi ha causa mediata,2016S010034    
No hi ha causa mediata,2016S007263    
No hi ha causa mediata,2016S009874    
No hi ha causa mediata,2016S001521    
No hi ha causa mediata,2016S001290    
No hi ha causa mediata,2016S001691    
No hi ha causa mediata,2016S000430    
No hi ha causa mediata,2016S008312    
No hi ha causa mediata,2016S002065    
No hi ha causa mediata,2016S008540    
No hi ha causa mediata,2016S002582    
No hi ha causa mediata,2016S006903    
No hi ha causa mediata,2016S000867    
No hi ha causa mediata,2016S006569    
No hi ha causa mediata,2016S002378    
No hi ha causa mediata,2016S009184    
No hi ha causa mediata,2016S007281    
No hi ha causa mediata,2016S004789    
No hi ha causa mediata,2016S006293    
No hi ha causa mediata,2016S008612    
No hi ha causa mediata,2016S002760    
No hi ha causa mediata,2016S007002    
No hi ha causa mediata,2016S007247    
No hi ha causa mediata,2016S000662    
No hi ha causa mediata,2016S007137    
No hi ha causa mediata,2016S000531    
No hi ha causa mediata,2016S000486    
No hi ha causa mediata,2016S000925    
No hi ha causa mediata,2016S009341    
No hi ha causa mediata,2016S003023    
No hi ha causa mediata,2016S007266    
No hi ha causa mediata,2016S006201    
No hi ha causa mediata,2016S006530    
No hi ha causa mediata,2016S009708    
No hi ha causa mediata,2016S009065    
Excés de velocitat o inadequada,2016S009395    
No hi ha causa mediata,2016S005797    
No hi ha causa mediata,2016S005808    
No hi ha causa mediata,2016S003090    
No hi ha causa mediata,2016S003929    
No hi ha causa mediata,2016S006071    
No hi ha causa mediata,2016S008385    
Estat de la senyalització,2016S008000    
No hi ha causa mediata,2016S007060    
No hi ha causa mediata,2016S001421    
No hi ha causa mediata,2016S004836    
No hi ha causa mediata,2016S008098    
No hi ha causa mediata,2016S000221    
No hi ha causa mediata,2016S001164    
No hi ha causa mediata,2016S002565    
No hi ha causa mediata,2016S007136    
No hi ha causa mediata,2016S000548    
No hi ha causa mediata,2016S009129    
No hi ha causa mediata,2016S008915    
No hi ha causa mediata,2016S000273    
No hi ha causa mediata,2016S005033    
No hi ha causa mediata,2016S007010    
No hi ha causa mediata,2016S004538    
No hi ha causa mediata,2016S007569    
No hi ha causa mediata,2016S001707    
No hi ha causa mediata,2016S008763    
No hi ha causa mediata,2016S001970    
No hi ha causa mediata,2016S000193    
No hi ha causa mediata,2016S004000    
No hi ha causa mediata,2016S003416    
Alcoholèmia,2016S005343    
No hi ha causa mediata,2016S008969    
No hi ha causa mediata,2016S003706    
No hi ha causa mediata,2016S008911    
No hi ha causa mediata,2016S004524    
No hi ha causa mediata,2016S005547    
No hi ha causa mediata,2016S006709    
No hi ha causa mediata,2016S007305    
No hi ha causa mediata,2016S002059    
No hi ha causa mediata,2016S001852    
No hi ha causa mediata,2016S004551    
No hi ha causa mediata,2016S008854    
No hi ha causa mediata,2016S001623    
No hi ha causa mediata,2016S006641    
No hi ha causa mediata,2016S008518    
No hi ha causa mediata,2016S001281    
No hi ha causa mediata,2016S005520    
